index_id,year,quarter,year_quarter_label,period_start_date,is_pandemic_period,generative_ai_era,country_id,country_code,country_name,region,development_tier,gdp_per_capita_usd,digital_infrastructure_score,ai_policy_maturity,internet_penetration_pct,stem_graduates_per_100k,industry_id,industry_name,industry_sector,automation_susceptibility,avg_ai_investment_pct_revenue,ai_adoption_stage,global_workforce_millions,primary_ai_use_case,skill_category_id,skill_category_name,skill_category_code,ai_replaceability_score,ai_augmentation_potential,median_reskilling_duration_months,typical_education_level,global_worker_share_pct,ai_adoption_rate,productivity_impact_score,displacement_risk_index,jobs_displaced_count,jobs_created_count,reskilling_investment_usd,avg_wage_change_pct,ai_tool_usage_hours_per_week,workforce_size,data_confidence_score,net_jobs_change,job_creation_displacement_ratio,reskilling_spend_per_displaced_job
247,2022,4,2022-Q4,2022-10-01,f,t,2,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0,21,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,37.22,5.42,2.75,8395,3098,102104.36,-7.51,3.8,634525,0.93,-5297,0.36902918403811792734,12.1625205479452055
248,2022,1,2022-Q1,2022-01-01,t,f,10,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0,22,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,11.63,5.02,2.59,226,70,25715.85,-5.54,3.3,11006,0.898,-156,0.30973451327433628319,113.7869469026548673
249,2023,3,2023-Q3,2023-07-01,f,t,24,TH,Thailand,Asia-Pacific,Emerging,6556439.11,54.8,Established,62.2,1901.0,10,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,48.42,7.05,4.85,978,588,34624.16,-1.3,2.6,26721,0.923,-390,0.60122699386503067485,35.4030265848670757
250,2023,1,2023-Q1,2023-01-01,f,t,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,28.34,6.7,2.84,2903,2279,19354.94,2.64,9.6,122270,0.664,-624,0.78504994832931450224,6.6672201171202205
251,2023,3,2023-Q3,2023-07-01,f,t,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,8,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,26.27,7.83,4.92,1941,1377,123283.51,0.99,11.8,49402,0.864,-564,0.70942812982998454405,63.5154611025244719
252,2023,2,2023-Q2,2023-04-01,f,t,10,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,16.41,3.73,2.27,327,268,127428.79,-4.01,4.9,16771,0.913,-59,0.81957186544342507645,389.6904892966360856
253,2023,3,2023-Q3,2023-07-01,f,t,20,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,28.3,5.15,4.38,866,692,28242.42,0.83,5.9,30290,0.78,-174,0.79907621247113163972,32.6124942263279446
254,2021,1,2021-Q1,2021-01-01,t,f,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,10.42,6.64,4.95,3210,1947,86860.39,2.6,6.2,102639,0.758,-1263,0.60654205607476635514,27.0593115264797508
255,2022,3,2022-Q3,2022-07-01,f,f,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,22,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,16.68,1.07,3.76,763,398,20322.06,-2.21,0.0,30068,0.855,-365,0.52162516382699868938,26.6344167758846658
256,2023,3,2023-Q3,2023-07-01,f,t,17,SE,Sweden,Europe,Developed,35693008.03,70.1,Established,84.4,1609.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,32.81,7.55,4.16,361,304,263296.67,11.74,6.7,13603,0.698,-57,0.84210526315789473684,729.3536565096952909
257,2024,2,2024-Q2,2024-04-01,f,t,30,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0,14,Legal Services,Professional Services,56.8,3.75,Piloting,8.6,Contract review & legal research,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,44.11,5.06,5.33,1003,272,62493.44,4.99,0.0,44583,0.873,-731,0.27118644067796610169,62.3065204386839482
258,2022,4,2022-Q4,2022-10-01,f,t,21,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0,2,Financial Services,Finance,53.9,6.58,Exploring,61.4,Fraud detection & algorithmic trading,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,45.66,3.88,2.98,1588,948,38038.37,-1.41,9.1,140411,0.648,-640,0.59697732997481108312,23.9536335012594458
259,2021,3,2021-Q3,2021-07-01,t,f,23,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,15.01,3.55,6.23,622,235,25119.06,-1.24,7.3,14474,0.797,-387,0.37781350482315112540,40.3843408360128617
260,2023,1,2023-Q1,2023-01-01,f,t,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,22,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,41.99,4.74,7.04,184,129,84875.51,-6.3,5.1,3986,0.939,-55,0.70108695652173913043,461.2799456521739130
261,2023,1,2023-Q1,2023-01-01,f,t,5,JP,Japan,Asia-Pacific,Developed,27613361.71,69.8,Established,99.5,1723.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,56.73,7.6,5.11,364,143,17169.46,0.48,,7346,0.761,-221,0.39285714285714285714,47.1688461538461538
262,2024,1,2024-Q1,2024-01-01,f,t,15,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0,21,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,39.03,4.01,2.06,133,64,6438.99,-2.04,10.7,19671,0.532,-69,0.48120300751879699248,48.4134586466165414
263,2021,3,2021-Q3,2021-07-01,t,f,2,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,12.85,4.04,8.44,3669,901,26787.41,7.25,0.0,121036,0.98,-2768,0.24557100027255382938,7.3010111747070046
264,2022,4,2022-Q4,2022-10-01,f,t,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,18,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,45.57,9.74,6.98,721,423,424542.09,-0.05,6.6,26667,0.85,-298,0.58668515950069348128,588.8239805825242718
265,2023,2,2023-Q2,2023-04-01,f,t,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,1,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,54.93,6.45,7.64,1529,895,6936680.88,-3.87,4.1,22839,0.611,-634,0.58534990189666448659,4536.7435448005232178
266,2021,2,2021-Q2,2021-04-01,t,f,7,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,27.87,3.58,7.02,3889,827,132447.34,1.15,4.7,158766,0.928,-3062,0.21265106711236821805,34.0569143738750321
267,2024,4,2024-Q4,2024-10-01,f,t,17,SE,Sweden,Europe,Developed,35693008.03,70.1,Established,84.4,1609.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,41.11,5.45,4.63,1312,325,69701.42,-0.45,8.2,66235,0.525,-987,0.24771341463414634146,53.1260823170731707
268,2021,4,2021-Q4,2021-10-01,t,f,19,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,12.83,6.08,6.44,844,516,53056.73,-2.1,3.7,20740,0.957,-328,0.61137440758293838863,62.8634241706161137
269,2023,4,2023-Q4,2023-10-01,f,t,7,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,43.51,4.73,5.73,818,292,615988.45,-9.93,9.3,27244,0.566,-526,0.35696821515892420538,753.0421149144254279
270,2024,1,2024-Q1,2024-01-01,f,t,17,SE,Sweden,Europe,Developed,35693008.03,70.1,Established,84.4,1609.0,6,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,43.79,4.62,1.05,57,41,177444.55,0.32,4.2,12850,0.92,-16,0.71929824561403508772,3113.0622807017543860
271,2024,3,2024-Q3,2024-07-01,f,t,28,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,38.14,5.5,4.72,7098,5108,150872.23,1.67,6.7,446861,0.84,-1990,0.71963933502395040857,21.2555973513665821
272,2023,2,2023-Q2,2023-04-01,f,t,20,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,80.33,4.07,4.4,105,38,55535.91,6.2,8.2,6034,0.636,-67,0.36190476190476190476,528.9134285714285714
273,2021,4,2021-Q4,2021-10-01,t,f,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,21,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,26.08,3.79,4.5,849,711,6973.04,6.55,2.2,20638,0.747,-138,0.83745583038869257951,8.2132391048292108
274,2023,3,2023-Q3,2023-07-01,f,t,18,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,45.27,5.1,1.9,545,126,37201.07,5.3,5.2,40405,0.75,-419,0.23119266055045871560,68.2588440366972477
275,2023,3,2023-Q3,2023-07-01,f,t,18,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,7.39,7.44,5.1,1124,256,13080.49,-1.15,2.5,29289,0.99,-868,0.22775800711743772242,11.6374466192170819
276,2024,1,2024-Q1,2024-01-01,f,t,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,16,Real Estate,Finance,73.3,1.4,Exploring,56.1,Property valuation & market analysis,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,19.46,9.39,4.83,1172,470,60200.59,0.22,,64201,0.675,-702,0.40102389078498293515,51.3656911262798635
277,2022,4,2022-Q4,2022-10-01,f,t,30,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,21.73,6.0,4.33,660,344,92685.83,-0.6,4.1,20799,0.766,-316,0.52121212121212121212,140.4330757575757576
278,2024,3,2024-Q3,2024-07-01,f,t,24,TH,Thailand,Asia-Pacific,Emerging,6556439.11,54.8,Established,62.2,1901.0,13,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,14.23,8.36,3.93,1778,1305,31987.23,7.06,7.6,88938,0.705,-473,0.73397075365579302587,17.9905680539932508
279,2023,3,2023-Q3,2023-07-01,f,t,2,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,23.95,6.96,4.54,235,126,92124.53,-5.95,8.4,6845,0.744,-109,0.53617021276595744681,392.0192765957446809
280,2022,4,2022-Q4,2022-10-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,24.53,6.17,0.0,0,0,24317.29,3.41,6.6,34731,0.934,0,,
281,2021,1,2021-Q1,2021-01-01,t,f,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,26.26,10.0,2.96,676,211,162137.12,1.26,6.3,26334,0.712,-465,0.31213017751479289941,239.8478106508875740
282,2022,2,2022-Q2,2022-04-01,f,f,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,6.56,6.1,2.7,5368,1356,192215.71,2.66,0.7,309509,0.836,-4012,0.25260804769001490313,35.8076956035767511
283,2023,3,2023-Q3,2023-07-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,38.83,4.22,7.59,345,120,972292.0,-2.57,3.9,10295,0.922,-225,0.34782608695652173913,2818.2376811594202899
284,2023,3,2023-Q3,2023-07-01,f,t,20,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,31.0,2.52,6.37,180,158,791783.12,4.87,3.0,7561,0.8,-22,0.87777777777777777778,4398.7951111111111111
285,2022,4,2022-Q4,2022-10-01,f,t,15,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0,14,Legal Services,Professional Services,56.8,3.75,Piloting,8.6,Contract review & legal research,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,39.28,7.41,5.82,1621,448,25006.26,2.93,6.0,29985,0.934,-1173,0.27637260950030845157,15.4264404688463911
286,2021,1,2021-Q1,2021-01-01,t,f,22,ID,Indonesia,Asia-Pacific,Emerging,7463837.54,40.6,Developing,58.6,1520.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,38.04,7.32,4.78,6584,1321,158933.01,-2.62,3.6,312724,0.592,-5263,0.20063791008505467801,24.1392785540704739
287,2024,2,2024-Q2,2024-04-01,f,t,26,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,45.91,5.54,0.0,0,0,359849.9,-1.55,4.1,161360,0.646,0,,
288,2024,1,2024-Q1,2024-01-01,f,t,4,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0,11,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,20.4,6.79,2.73,722,478,115097.46,-12.33,7.1,53219,0.927,-244,0.66204986149584487535,159.4147645429362881
289,2023,4,2023-Q4,2023-10-01,f,t,11,KR,South Korea,Asia-Pacific,Developed,33377849.14,85.6,Developing,73.4,1640.0,20,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,42.36,6.38,6.29,2223,825,53089.94,4.92,5.3,56112,0.719,-1398,0.37112010796221322537,23.8821142600089969
290,2024,4,2024-Q4,2024-10-01,f,t,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,20,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,59.02,2.09,3.28,1189,593,67473.12,4.91,9.5,100530,0.645,-596,0.49873843566021867115,56.7477880571909167
291,2023,1,2023-Q1,2023-01-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,37.24,6.61,3.97,1318,328,22421.15,-0.44,6.8,45595,0.939,-990,0.24886191198786039454,17.0114946889226100
292,2021,4,2021-Q4,2021-10-01,t,f,4,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,3.96,10.0,5.38,203,131,296547.54,9.78,3.9,9631,0.872,-72,0.64532019704433497537,1460.8253201970443350
293,2024,2,2024-Q2,2024-04-01,f,t,18,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0,16,Real Estate,Finance,73.3,1.4,Exploring,56.1,Property valuation & market analysis,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,25.45,3.14,4.83,265,224,53454.31,-1.22,11.8,8610,0.788,-41,0.84528301886792452830,201.7143773584905660
294,2023,1,2023-Q1,2023-01-01,f,t,15,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,27.29,5.84,3.73,196,136,55133.81,2.15,6.2,11689,0.848,-60,0.69387755102040816327,281.2949489795918367
295,2022,1,2022-Q1,2022-01-01,t,f,15,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0,3,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,25.94,4.11,9.24,6894,6045,1097696.52,-2.04,0.0,105116,0.776,-849,0.87684943429068755440,159.2249086161879896
296,2022,2,2022-Q2,2022-04-01,f,f,28,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,29.18,3.62,2.01,4204,2126,44010.66,-1.42,0.0,251937,0.765,-2078,0.50570884871550903901,10.4687583254043768
297,2023,2,2023-Q2,2023-04-01,f,t,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,11,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,41.71,4.01,3.96,1329,280,401459.09,1.54,9.3,56005,0.758,-1049,0.21068472535741158766,302.0760647103085026
298,2022,3,2022-Q3,2022-07-01,f,f,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,18,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,13.12,3.89,5.3,3008,1851,31328.23,,8.2,60581,0.833,-1157,0.61535904255319148936,10.4149700797872340
299,2021,3,2021-Q3,2021-07-01,t,f,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,4,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,17.29,4.79,4.69,3810,1565,150588.64,0.03,2.0,140839,0.806,-2245,0.41076115485564304462,39.5245774278215223
300,2022,4,2022-Q4,2022-10-01,f,t,4,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,37.33,4.96,3.98,1171,456,137061.38,4.89,2.2,32024,0.626,-715,0.38941076003415883860,117.0464389410760034
